,species,divergence_from_human_mya,peptide_alphabet,peptide_reference,peptide_ksize,peptide_bloom_filter,jaccard_threshold,true_positives,true_negatives,false_positives,false_negatives,precision,recall,F1_score
3747,Pan troglodytes,6.7,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.5,430,498.0,2,70.0,0.9953703703703703,0.86,0.9227467811158798
3748,Pan troglodytes,6.7,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.55,416,498.0,2,84.0,0.9952153110047847,0.832,0.906318082788671
3749,Pan troglodytes,6.7,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.6,410,499.0,1,90.0,0.9975669099756691,0.82,0.9001097694840834
3750,Pan troglodytes,6.7,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.45,427,498.0,2,73.0,0.9953379953379954,0.854,0.9192680301399354
3751,Pan troglodytes,6.7,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.5,414,498.0,2,86.0,0.9951923076923077,0.828,0.9039301310043668
3752,Pan troglodytes,6.7,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.55,406,498.0,2,94.0,0.9950980392156863,0.812,0.894273127753304
3753,Pan troglodytes,6.7,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.6,394,499.0,1,106.0,0.9974683544303797,0.788,0.8804469273743017
3754,Pan troglodytes,6.7,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.45,419,498.0,2,81.0,0.995249406175772,0.838,0.9098805646036916
3755,Pan troglodytes,6.7,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.5,412,498.0,2,88.0,0.9951690821256038,0.824,0.9015317286652079
3756,Pan troglodytes,6.7,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.55,394,499.0,1,106.0,0.9974683544303797,0.788,0.8804469273743017
3757,Pan troglodytes,6.7,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.6,364,499.0,1,136.0,0.9972602739726028,0.728,0.8416184971098265
3758,Pan troglodytes,6.7,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.45,411,498.0,2,89.0,0.9951573849878934,0.822,0.900328587075575
3759,Pan troglodytes,6.7,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.5,388,498.0,2,112.0,0.9948717948717949,0.776,0.8719101123595506
3760,Pan troglodytes,6.7,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.55,363,499.0,1,137.0,0.9972527472527473,0.726,0.8402777777777777
3761,Pan troglodytes,6.7,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.6,347,499.0,1,153.0,0.9971264367816092,0.694,0.8183962264150942
3762,Pan troglodytes,6.7,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.45,394,498.0,2,106.0,0.9949494949494949,0.788,0.8794642857142857
3763,Pan troglodytes,6.7,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.5,369,498.0,2,131.0,0.9946091644204852,0.738,0.8473019517795637
3764,Pan troglodytes,6.7,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.55,353,499.0,1,147.0,0.9971751412429378,0.706,0.8266978922716628
3765,Pan troglodytes,6.7,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.6,339,499.0,1,161.0,0.9970588235294118,0.678,0.8071428571428573
3766,Pan troglodytes,6.7,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.45,372,498.0,2,128.0,0.9946524064171123,0.744,0.851258581235698
3767,Pan troglodytes,6.7,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.5,357,498.0,2,143.0,0.9944289693593314,0.714,0.8311990686845168
3768,Pan troglodytes,6.7,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.55,349,499.0,1,151.0,0.9971428571428571,0.698,0.8211764705882353
3769,Pan troglodytes,6.7,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.6,336,499.0,1,164.0,0.9970326409495549,0.672,0.8028673835125449
3770,Pan troglodytes,6.7,protein,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k13.index,0.5,350,499.0,1,150.0,0.9971509971509972,0.7,0.8225616921269095
3771,Pan troglodytes,6.7,protein,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k15.index,0.5,337,499.0,1,163.0,0.9970414201183432,0.674,0.8042959427207638
3772,Pan troglodytes,6.7,protein,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k17.index,0.5,283,499.0,1,217.0,0.9964788732394366,0.566,0.721938775510204
3773,Pan troglodytes,6.7,protein,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k19.index,0.5,271,499.0,1,229.0,0.9963235294117647,0.542,0.7020725388601037
3774,Pan troglodytes,6.7,protein,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k21.index,0.5,259,499.0,1,241.0,0.9961538461538462,0.518,0.681578947368421
3775,Pan troglodytes,6.7,protein,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k23.index,0.5,249,499.0,1,251.0,0.996,0.498,0.664
3776,Pan troglodytes,6.7,protein,Swiss Prot,3,output_simreads/sencha/index/refsprot_t1e9_protein_k3.index,0.5,488,179.0,321,12.0,0.6032138442521632,0.976,0.745607333842628
3777,Pan troglodytes,6.7,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.45,488,179.0,321,12.0,0.6032138442521632,0.976,0.745607333842628
3778,Pan troglodytes,6.7,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.5,488,179.0,321,12.0,0.6032138442521632,0.976,0.745607333842628
3779,Pan troglodytes,6.7,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.55,488,179.0,321,12.0,0.6032138442521632,0.976,0.745607333842628
3780,Pan troglodytes,6.7,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.6,488,180.0,320,12.0,0.6039603960396039,0.976,0.7461773700305809
3781,Pan troglodytes,6.7,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.45,487,186.0,314,13.0,0.6079900124843945,0.974,0.7486548808608762
3782,Pan troglodytes,6.7,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.5,487,193.0,307,13.0,0.6133501259445844,0.974,0.7527047913446677
3783,Pan troglodytes,6.7,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.55,485,199.0,301,15.0,0.6170483460559797,0.97,0.7542768273716951
3784,Pan troglodytes,6.7,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.6,483,211.0,289,17.0,0.6256476683937824,0.966,0.7594339622641509
3785,Pan troglodytes,6.7,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.45,454,451.0,49,46.0,0.9025844930417495,0.908,0.9052841475573279
3786,Pan troglodytes,6.7,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.5,450,478.0,22,50.0,0.9533898305084746,0.9,0.9259259259259259
3787,Pan troglodytes,6.7,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.55,436,491.0,9,64.0,0.9797752808988764,0.872,0.9227513227513227
3788,Pan troglodytes,6.7,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.6,430,498.0,2,70.0,0.9953703703703703,0.86,0.9227467811158798
3789,Pan troglodytes,6.7,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.45,431,498.0,2,69.0,0.9953810623556582,0.862,0.9239013933547695
3790,Pan troglodytes,6.7,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.5,421,498.0,2,79.0,0.9952718676122931,0.842,0.9122426868905742
3791,Pan troglodytes,6.7,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.55,414,498.0,2,86.0,0.9951923076923077,0.828,0.9039301310043668
3792,Pan troglodytes,6.7,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.6,404,499.0,1,96.0,0.9975308641975309,0.808,0.8928176795580111
3793,Pan troglodytes,6.7,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.45,423,498.0,2,77.0,0.9952941176470588,0.846,0.9145945945945946
3794,Pan troglodytes,6.7,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.5,417,498.0,2,83.0,0.9952267303102625,0.834,0.9075081610446136
3795,Pan troglodytes,6.7,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.55,405,499.0,1,95.0,0.9975369458128078,0.81,0.8940397350993378
3796,Pan troglodytes,6.7,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.6,371,499.0,1,129.0,0.9973118279569892,0.742,0.8509174311926606
3797,Pan troglodytes,6.7,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.45,417,498.0,2,83.0,0.9952267303102625,0.834,0.9075081610446136
3798,Pan troglodytes,6.7,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.5,398,498.0,2,102.0,0.995,0.796,0.8844444444444446
3799,Pan troglodytes,6.7,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.55,370,499.0,1,130.0,0.9973045822102425,0.74,0.8495981630309988
3800,Pan troglodytes,6.7,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.6,353,499.0,1,147.0,0.9971751412429378,0.706,0.8266978922716628
3801,Pan troglodytes,6.7,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.45,403,498.0,2,97.0,0.9950617283950617,0.806,0.8906077348066298
3802,Pan troglodytes,6.7,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.5,377,498.0,2,123.0,0.9947229551451188,0.754,0.8577929465301479
3803,Pan troglodytes,6.7,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.55,359,499.0,1,141.0,0.9972222222222222,0.718,0.8348837209302326
3804,Pan troglodytes,6.7,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.6,347,499.0,1,153.0,0.9971264367816092,0.694,0.8183962264150942
3805,Pan troglodytes,6.7,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.45,379,498.0,2,121.0,0.994750656167979,0.758,0.8603859250851306
3806,Pan troglodytes,6.7,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.5,364,498.0,2,136.0,0.994535519125683,0.728,0.8406466512702079
3807,Pan troglodytes,6.7,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.55,355,499.0,1,145.0,0.9971910112359551,0.71,0.8294392523364484
3808,Pan troglodytes,6.7,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.6,343,499.0,1,157.0,0.997093023255814,0.686,0.8127962085308057
3809,Pan troglodytes,6.7,protein,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_protein_k13.index,0.5,357,499.0,1,143.0,0.9972067039106145,0.714,0.8321678321678322
3810,Pan troglodytes,6.7,protein,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_protein_k15.index,0.5,345,499.0,1,155.0,0.9971098265895953,0.69,0.8156028368794325
3811,Pan troglodytes,6.7,protein,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_protein_k17.index,0.5,291,499.0,1,209.0,0.9965753424657534,0.582,0.7348484848484848
3812,Pan troglodytes,6.7,protein,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_protein_k19.index,0.5,281,499.0,1,219.0,0.9964539007092199,0.562,0.7186700767263429
3813,Pan troglodytes,6.7,protein,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_protein_k21.index,0.5,268,499.0,1,232.0,0.9962825278810409,0.536,0.6970091027308193
3814,Pan troglodytes,6.7,protein,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_protein_k23.index,0.5,257,499.0,1,243.0,0.9961240310077519,0.514,0.6781002638522428
3815,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k5.index,0.5,497,159.0,341,3.0,0.5930787589498807,0.994,0.742899850523169
3816,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k7.index,0.5,497,158.0,342,3.0,0.5923718712753278,0.994,0.7423450336071695
3817,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.45,494,167.0,333,6.0,0.5973397823458283,0.988,0.7445365486058778
3818,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.5,493,188.0,312,7.0,0.6124223602484472,0.986,0.7555555555555554
3819,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.55,493,200.0,300,7.0,0.6216897856242118,0.986,0.7625676720804331
3820,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.6,490,212.0,288,10.0,0.6298200514138818,0.98,0.7668231611893584
3821,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.45,476,263.0,237,24.0,0.667601683029453,0.952,0.7848309975267931
3822,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.5,464,283.0,217,36.0,0.6813509544787077,0.928,0.7857747671464861
3823,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.55,450,292.0,208,50.0,0.6838905775075987,0.9,0.77720207253886
3824,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.6,429,322.0,178,71.0,0.7067545304777595,0.858,0.7750677506775068
3825,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.45,399,388.0,112,101.0,0.7808219178082192,0.798,0.7893175074183976
3826,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.5,375,401.0,99,125.0,0.7911392405063291,0.75,0.7700205338809035
3827,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.55,347,413.0,87,153.0,0.7995391705069125,0.694,0.7430406852248395
3828,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.6,314,427.0,73,186.0,0.8113695090439277,0.628,0.7080045095828637
3829,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.45,310,457.0,43,190.0,0.8781869688385269,0.62,0.7268464243845253
3830,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.5,281,460.0,40,219.0,0.8753894080996885,0.562,0.6845310596833131
3831,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.55,271,463.0,37,229.0,0.8798701298701299,0.542,0.6707920792079208
3832,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.6,253,465.0,35,247.0,0.8784722222222222,0.506,0.6421319796954316
3833,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.45,263,471.0,29,237.0,0.9006849315068494,0.526,0.6641414141414143
3834,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.5,245,471.0,29,255.0,0.8941605839416058,0.49,0.6330749354005168
3835,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.55,228,474.0,26,272.0,0.8976377952755905,0.456,0.6047745358090185
3836,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.6,207,474.0,26,293.0,0.8884120171673819,0.414,0.5648021828103683
3837,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.45,233,472.0,28,267.0,0.89272030651341,0.466,0.6123521681997373
3838,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.5,216,475.0,25,284.0,0.8962655601659751,0.432,0.582995951417004
3839,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.55,205,477.0,23,295.0,0.8991228070175439,0.41,0.5631868131868132
3840,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.6,187,478.0,22,313.0,0.8947368421052632,0.374,0.5275035260930889
3841,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.45,220,476.0,24,280.0,0.9016393442622951,0.44,0.5913978494623656
3842,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.5,202,479.0,21,298.0,0.905829596412556,0.404,0.5587828492392809
3843,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.55,194,479.0,21,306.0,0.9023255813953488,0.388,0.5426573426573427
3844,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.6,159,481.0,19,341.0,0.8932584269662921,0.318,0.46902654867256643
3845,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.45,210,476.0,24,290.0,0.8974358974358975,0.42,0.5722070844686649
3846,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.5,198,476.0,24,302.0,0.8918918918918919,0.396,0.5484764542936288
3847,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.55,171,479.0,21,329.0,0.890625,0.342,0.4942196531791907
3848,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.6,153,481.0,19,347.0,0.8895348837209303,0.306,0.45535714285714285
3849,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.45,205,480.0,20,295.0,0.9111111111111111,0.41,0.5655172413793103
3850,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.5,177,485.0,15,323.0,0.921875,0.354,0.5115606936416185
3851,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.55,160,488.0,12,340.0,0.9302325581395349,0.32,0.4761904761904762
3852,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.6,153,490.0,10,347.0,0.9386503067484663,0.306,0.4615384615384616
3853,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k19.index,0.5,167,485.0,15,333.0,0.9175824175824175,0.334,0.4897360703812317
3854,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k21.index,0.5,156,485.0,15,344.0,0.9122807017543859,0.312,0.4649776453055141
3855,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k23.index,0.5,151,489.0,11,349.0,0.9320987654320988,0.302,0.4561933534743202
3856,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,25,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k25.index,0.5,146,493.0,7,354.0,0.954248366013072,0.292,0.447166921898928
3857,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,27,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k27.index,0.5,142,493.0,7,358.0,0.9530201342281879,0.284,0.43759630200308164
3858,Rattus norvegicus,90.0,dayhoff,Homo sapiens QfO,29,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k29.index,0.5,135,493.0,7,365.0,0.9507042253521126,0.27,0.42056074766355145
3859,Rattus norvegicus,90.0,dayhoff,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k5.index,0.5,497,159.0,341,3.0,0.5930787589498807,0.994,0.742899850523169
3860,Rattus norvegicus,90.0,dayhoff,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k7.index,0.5,497,157.0,343,3.0,0.5916666666666667,0.994,0.7417910447761193
3861,Rattus norvegicus,90.0,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.45,497,158.0,342,3.0,0.5923718712753278,0.994,0.7423450336071695
3862,Rattus norvegicus,90.0,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.5,497,160.0,340,3.0,0.5937873357228196,0.994,0.743455497382199
3863,Rattus norvegicus,90.0,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.55,496,162.0,338,4.0,0.5947242206235012,0.992,0.7436281859070466
3864,Rattus norvegicus,90.0,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.6,494,167.0,333,6.0,0.5973397823458283,0.988,0.7445365486058778
3865,Rattus norvegicus,90.0,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.45,496,167.0,333,4.0,0.5983112183353438,0.992,0.7464258841234012
3866,Rattus norvegicus,90.0,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.5,496,180.0,320,4.0,0.6078431372549019,0.992,0.7537993920972644
3867,Rattus norvegicus,90.0,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.55,493,188.0,312,7.0,0.6124223602484472,0.986,0.7555555555555554
3868,Rattus norvegicus,90.0,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.6,491,202.0,298,9.0,0.6223067173637515,0.982,0.7618308766485647
3869,Rattus norvegicus,90.0,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.45,494,243.0,257,6.0,0.6577896138482024,0.988,0.7897681854516387
3870,Rattus norvegicus,90.0,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.5,489,260.0,240,11.0,0.6707818930041153,0.978,0.7957689178193654
3871,Rattus norvegicus,90.0,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.55,479,264.0,236,21.0,0.66993006993007,0.958,0.7884773662551441
3872,Rattus norvegicus,90.0,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.6,472,283.0,217,28.0,0.6850507982583455,0.944,0.7939444911690495
3873,Rattus norvegicus,90.0,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.45,466,330.0,170,34.0,0.7327044025157232,0.932,0.8204225352112675
3874,Rattus norvegicus,90.0,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.5,455,361.0,139,45.0,0.765993265993266,0.91,0.8318098720292504
3875,Rattus norvegicus,90.0,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.55,446,371.0,129,54.0,0.7756521739130435,0.892,0.8297674418604651
3876,Rattus norvegicus,90.0,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.6,432,396.0,104,68.0,0.8059701492537313,0.864,0.8339768339768339
3877,Rattus norvegicus,90.0,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.45,409,416.0,84,91.0,0.8296146044624746,0.818,0.8237663645518629
3878,Rattus norvegicus,90.0,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.5,399,433.0,67,101.0,0.8562231759656652,0.798,0.8260869565217392
